Manning's n,Overbank flow coefficient,Overbank flow power-law exponent,Stage at Q = 0 [m],Bank height [m],SD: Manning's n,SD: Overbank flow coefficient,SD: Overbank flow power-law exponent,SD: Stage at Q = 0 [m],SD: Bank height [m],Fit RMSE [m^3/s]
0.0355523307933709,18.99987860347182,1.6666666649999957,0.06298456617803334,0.8,inf,inf,inf,inf,inf,0.024664590822506542
